Sentence_Id,Article_ID,Article,Original_Sentence,Simplification,Rating
745,17,Friedensnobelpreis,"1977 wurde die Regel insofern noch einmal verschärft, dass keine Mitglieder aus regierungsnahen Ausschüssen zugelassen werden, gleichzeitig mit der Namensänderung von „Nobel-Komitee des norwegischen Parlamentes“ in „Norwegisches Nobel-Komitee“.","1977 wurde die Regel noch einmal verschärft. Es wurden keine Mitglieder zugelassen aus Auschüssen, die mit der Regierung verbunden waren. Das geschah gleichzeitig mit der Namensänderung von „Nobel-Komitee des norwegischen Parlamentes“ in „Norwegisches Nobel-Komitee“.",Deutlich einfacher
754,17,Friedensnobelpreis,"Die ausgewählten Personen und Organisationen wirken häufig stark polarisierend, und es kommt bei nahezu jeder Vergabe zu Anfeindungen über die Entscheidung.",Die gewählten Personen und Organisationen führen oft zu großen Diskussionen. Es gibt bei fast jeder Vergabe zu Streit über die Entscheidung.,Deutlich einfacher
755,17,Friedensnobelpreis,Eine Rücknahme des Preises ist jedoch nicht möglich und die Entscheidung des Gremiums entsprechend nicht formal anfechtbar.,"Eine Rücknahme des Preises ist unmöglich.
Die Entscheidung des Gremiums steht fest. ",Etwas einfacher
762,17,Friedensnobelpreis,Das Komitee zog eine posthume Vergabe in Betracht und prüfte sie.,"Das Komitee überlegte, ihm noch nach seinem Tod den Preis zu verleihen.",Etwas einfacher
771,18,Britisches Weltreich,"Unter der Herrschaft des Vereinigten Königreichs vereinte es Dominions, Kronkolonien, Protektorate, Mandatsgebiete und sonstige abhängige Gebiete, die aus den englischen Überseebesitzungen, Handelsposten und Strafkolonien hervorgegangen waren.","Unter der Herrschaft des Vereinigten Königreichs vereinte es abhängige Gebiete. Dies waren Überseebesitzungen, Handelsposten und Strafkolonien. Aus diesen Gebieten waren Dominions, Kronkolonien, Protektorate, Mandatsgebiete und andere Gebiete hervorgegangen. ",Etwas einfacher
781,18,Britisches Weltreich,"Die Abspaltung der Dreizehn Kolonien nach dem Amerikanischen Unabhängigkeitskrieg (1775–1783) bedeutete zwar den Verlust der bevölkerungsreichsten Überseegebiete, doch wandte sich Großbritannien bald Afrika, Asien und Ozeanien zu.","Mit der Abspaltung der 13 Kolonien hatte Großbritannien nach dem Amerikanischen Unabhängigkeitskrieg seine bevölkerungsreichsten Überseegebiete verloren.
Dafür wandte es sich nun Afrika, Asien und Ozeanien zu.",Deutlich einfacher
785,18,Britisches Weltreich,"Mehrere Siedlerkolonien, deren Bevölkerung vor allem durch den stetigen Zustrom von Auswanderern aus dem Mutterland zunahm, erhielten mit der Zeit mehr Autonomie und wurden zu Dominions erhoben.","Die Siedlerkolonien, deren Bevölkerung immer größer wurde, wurden mit der Zeit immer unabhängig und zu eigenständigen Staaten ernannt.",Etwas einfacher
787,18,Britisches Weltreich,"Damals kaufte die konservative Regierung Disraeli für 4 Millionen Pfund die Aktienanteile des ägyptischen Herrschers Ismail an der Sueskanal-Gesellschaft auf, um diesen strategisch wichtigen Handelsweg nach Indien zu sichern.","Damals kaufte die konservative Regierung Disraeli für 4 Millionen Pfund Aktien-Teile an der Sueskanal-Gesellschaft des ägyptischen Herrschers Ismail auf. Sie taten das, um diesen strategisch wichtigen Handelsweg nach Indien zu sichern.",Etwas einfacher
789,18,Britisches Weltreich,"Die Rivalität zu Russland (vgl.: The Great Game), die im Krimkrieg (1854–1856) eine erste Eskalation erfahren hatte, und die Angst vor einer russischen Expansion in Richtung Süden und Indien war ein weiterer Faktor der britischen Politik. ",Die Konkurrenz mit Russland verschärfte sich im Krimkrieg (1854-1856).  Außerdem hatten die Briten Angst vor einer Ausweitung des russischen Gebiets in den Süden und nach Indien.,Deutlich einfacher
793,18,Britisches Weltreich,Wegen des wachsenden Einflusses des Deutschen Reiches und der Vereinigten Staaten büßte Großbritannien seit etwa 1900 zunehmend seine politische und wirtschaftliche Vormachtstellung ein.,Seit 1900 verringerte sich die politische und wirtschaftlich führende Rolle von Großbritannien. Grund dafür war der steigende Einfluss des Deutschen Reiches und der Vereinigten Staaten. ,Etwas einfacher
794,18,Britisches Weltreich,"Wirtschaftliche und politische Spannungen mit dem Deutschen Reich gehören zu den wichtigsten Ursachen des Ersten Weltkriegs, in dem Großbritannien in hohem Maße auf die Unterstützung durch seine Kolonien angewiesen war.",Eine der wichtigsten Ursachen des ersten Weltkriegs war die wirtschaftliche und politische Spannung mit dem Deutschen Reich. In dem Krieg war Großbritannien sehr auf die Unterstützungen der Kolonien angewiesen.,Etwas einfacher
796,18,Britisches Weltreich,"Zwar erreichte Großbritannien nach Kriegsende 1918 durch die Übernahme deutscher Kolonien seine größte Ausdehnung, doch leiteten finanzielle Probleme und zunehmende Autonomiebestrebungen das Ende seiner globalen Bedeutung ein.",Nach Kriegsende 1918 war Großbrittanien durch die Übernahme von deutschen Kolonien am größten. Aber Geld-Probleme und Forderungen nach Unabhängigkeit führten bald zum Ende der weltweiten Bedeutung.,Deutlich einfacher
805,18,Britisches Weltreich,Darüber unterstehen 14 kleinere Überseegebiete weiterhin der britischen Souveränität.,14 kleinere Überseegebiete werden weiterhin durch Großbritannien regiert.,Deutlich einfacher
816,18,Britisches Weltreich,"Premierminister David Lloyd George honorierte diesen wichtigen Beitrag, indem er 1917 mit den Premierministern der Dominions das Reichskriegskabinett (Imperial War Cabinet) bildete, um die gemeinsamen Anstrengungen zu koordinieren.",Premierminister David Lloyd George belohnte diesen wichtigen Beitrag. Er gründete 1917 zusammen mit den Premierministern der Dominions das Reichskriegskabinett. Dort wurden die gemeinsamen Bemühungen koordiniert.,Etwas einfacher
818,19,Albert Einstein,"Seine Forschungen zur Struktur von Materie, Raum und Zeit sowie zum Wesen der Gravitation veränderten maßgeblich das zuvor geltende newtonsche Weltbild.","Seine Forschung zur Struktur von Materie, Raum, Zeit und Gravitation veränderten das Weltbild. Das Weltbild war zuvor von einem anderen Forscher, der Newton hieß, geprägt.",Etwas einfacher
837,19,Albert Einstein,"Sein Vater Hermann Einstein stammte aus der oberschwäbischen Kleinstadt Buchau, in der es seit dem Mittelalter innerhalb des Territoriums des freiweltlichen Damenstifts Buchau eine bedeutende jüdische Gemeinde gab (siehe auch: Familie Einstein in Bad Buchau).","Sein Vater Hermann Einstein stammte aus der kleinen Stadt Buchau, die in Oberschwaben liegt. In der Stadt gab es seit dem Mittelalter eine wichtige jüdische Gemeinde. ",Deutlich einfacher
838,19,Albert Einstein,"Der erste namentlich nachgewiesene Vorfahre Albert Einsteins, ein aus dem Bodenseeraum stammender Pferde- und Tuchhändler namens Baruch Moses Ainstein, wurde im 17. Jahrhundert in die Gemeinde aufgenommen.",Der erste Vorfahre von Albert Einstein wurde im 17. Jahrhundert in die Gemeinde aufgenommen. Er hieß Baruch Moses Ainstein und war ein Pferde- und Tuchhändler. Er stammte aus dem Boodenseeraum.,Deutlich einfacher
851,19,Albert Einstein,"In der Schule war er ein aufgeweckter, bisweilen gar aufrührerischer Schüler.",In der Schule war er ein aufgeweckter Schüler. Manchmal war er etwas frech.,Deutlich einfacher
863,20,Novemberrevolution,"Er sah vor, die deutsche Hochseeflotte trotz der bereits feststehenden Kriegsniederlage Deutschlands in eine letzte Schlacht gegen die britische Royal Navy zu entsenden.","Die Niederlage Deutschlands stand bereits fest. Trotzdem hatte er vor, die Flotte in eine letzte Schlacht gegen die Briten zu entsenden.",Deutlich einfacher
868,20,Novemberrevolution,"Über die Parlamentarisierung hinausgehende, von rätedemokratischen Ideen geleitete Ziele des linken Flügels der Revolutionäre scheiterten am Widerstand der SPD-Führung.","Der Widerstand der SPD-Führung verhinderte Ziele des linken Flügels der Revolutionäre umzusetzen. Diese Ziele waren rätedemokratische Ideen, die über die Parlamentsarisierung hinaus gegangen wären.",Deutlich einfacher
874,20,Novemberrevolution,"Der Flottenbefehl vom 24. Oktober 1918 und die Vorbereitungen zum Auslaufen lösten zunächst eine Meuterei unter den betroffenen Matrosen und dann eine allgemeine Revolution aus, die in wenigen Tagen die Monarchie im Reich beseitigte.","Am 24. Oktober 1918 brach durch den Flottenbefehl eine Meuterei unter den Matrosen aus. Die Meuterei wurde später zu einer Revolution, die in wenigen Tagen die Monarchie beseitigte.",Etwas einfacher
876,20,Novemberrevolution,"Zudem waren sie überzeugt, im Sinne der neuen Regierung zu handeln, die Friedensverhandlungen mit der Entente anstrebte.","Sie waren außerdem überzeugt im Sinne der neuen Regierung zu handeln. Diese strebte Friedensverhandlungen mit der Entente an. Das waren die Länder, die am Ersten Weltkrieg beteiligt waren.",Etwas einfacher
877,20,Novemberrevolution,Deren Glaubwürdigkeit hätte ein gleichzeitiger Angriff der Flotte zunichtegemacht.,Ein Angriff der Flotte zu diesem Zeitpunkt hätte die Friedensverhandlungen sehr beeinträchtigt.,Etwas einfacher
879,20,Novemberrevolution,Vielmehr bezeichnete er das Vorhaben der Admiralität als „eine Meuterei der Flottenführung gegen die Regierung und ihre Politik“.,"Er sagte, die Entscheidungen der Admirale seien ""eine Meuterei der Flottenführung gegen die Regierung und ihre Politik"".",Etwas einfacher
880,20,Novemberrevolution,"Der Matrosenaufstand begann auf Schillig-Reede vor Wilhelmshaven, wo die deutsche Hochseeflotte in Erwartung der geplanten Seeschlacht vor Anker gegangen war.","Der Matrosenaufstand begann vor Wilhelmshaven, auf Schilling-Reede. Dort lag die deutsche Hochseeflotte vor Anker und erwartete die Geplante Seeschlacht.",Deutlich einfacher
882,20,Novemberrevolution,"Auf drei Schiffen des III. Geschwaders weigerten sich die Matrosen, die Anker zu lichten.","Auf drei Schiffen, die zu einem Verband von Kriegsschiffen gehörten, weigerten sich die Schiffsleute weiterzufahren.",Deutlich einfacher
883,20,Novemberrevolution,Auf den Schlachtschiffen des I. Geschwaders Thüringen und Helgoland gingen Teile der Besatzungen zu offener Meuterei und Sabotageakten über.,Auf den Schlachtschiffen des ersten Geschwaders Thüringen ging ein Teil der Besatzung dazu über sich gegen den Kapitän zu stellen und zu meutern. Darüber hinaus beschädigten sie das Schiff absichtlich und machten es für den Einsatz untauglich. Das gleiche taten Teile der Matrosen des ersten Geschwaders Helgoland.,Deutlich einfacher
884,20,Novemberrevolution,"Als aber am 31. Oktober einige Torpedoboote ihre Geschütze auf diese Schiffe richteten, verschanzten sich rund 200 Meuterer zunächst unter Deck, ließen sich dann aber widerstandslos verhaften.","200 Meuterer versteckten sich unter Deck, als am 31. Oktober einige Boote ihre Torpedos auf die Schiffe richteten. Die Meuterer ließen sich aber später ohne Widerstand verhaften.",Deutlich einfacher
885,20,Novemberrevolution,"Da die Marineleitung sich des Gehorsams der Mannschaften nicht mehr sicher war, ließ sie ihren Schlachtplan fallen und beorderte das Geschwader nach Kiel zurück.","Die Marineleitung war sich nicht mehr sicher, dass die Mannschaft ihr gehorchte. Deshalb ließ sie ihren Schlachtplan fallen und bestellte die Schiffe nach Kiel zurück.",Deutlich einfacher
891,20,Novemberrevolution,"Nachdem die Polizei das Gewerkschaftshaus für den 2. November gesperrt hatte, versammelten sich am Folgetag mehrere tausend Matrosen und Vertreter der Arbeiter nachmittags auf dem Großen Exerzierplatz.",Die Polizei sperrte für den 2. November das Gewerkschaftshaus. Am Tage darauf versammelten sich mehrere tausend Matrosen und Vertreter der Arbeiter auf dem Großen Exerzierplatz. ,Deutlich einfacher
907,20,Novemberrevolution,Sie kehrten entweder um oder schlossen sich der Aufstandsbewegung an.,Einige kehrten um. Andere schlossen sich den aufständischen Männern an.,Etwas einfacher
913,21,Europäisches Parlament,"Seit der Gründung des Parlaments 1952 wurden seine Kompetenzen bei der EU-Rechtsetzung mehrmals deutlich erweitert, vor allem durch den Vertrag von Maastricht 1992 und zuletzt durch den Vertrag von Lissabon 2007, der am 1. Dezember 2009 in Kraft trat.",Seit der Gründung des Parlaments 1952 wurden seine Zuständigkeiten bei der EU-Rechtsetzung mehrmals deutlich erweitert. Der Vertrag von Maastricht 1992 und der Vertrag von Lissabon 2007 waren dafür wichtig. Der Vertrag von Lissabon trat am 1. Dezember 2009 in Kraft.,Etwas einfacher
919,21,Europäisches Parlament,"Anders als in den meisten nationalen Parlamenten, wo die Regierungsfraktionen normalerweise loyal zur Regierung stehen und deren Gesetzentwürfe prinzipiell unterstützen, bilden sich im Europäischen Parlament je nach Abstimmungsthema wechselnde Mehrheiten.",In den meisten nationalen Parlamenten stehen die Regierungsfraktionen (Gruppen innerhalb der Regierung) normalerweise der Regierung treu. Sie unterstützen die Gesetzesentwürfe der Regierung. Aber im Europäischen Parlament bilden sich je nach Abstimmungsthema unterschiedliche Mehrheiten.,Deutlich einfacher
920,21,Europäisches Parlament,"Dies bewirkt auch, dass die einzelnen Europa-Abgeordneten unabhängiger sind und mit Verhandlungsgeschick und Sachkenntnis größeren Einfluss auf die EU-Gesetzgebung haben, als es Abgeordneten nationaler Parlamente möglich ist.","Dies bewirkt auch, dass die einzelnen Europa-Abgeordneten unabhängiger sind. Außerdem haben sie mit guter Verhandlung und gutem Sach-Wissen größeren Einfluss auf die EU-Gesetzgebung. Mehr als Abgeordnete in nationalen Parlamenten.",Deutlich einfacher
921,21,Europäisches Parlament,Das Bundesverfassungsgericht spricht dem Europäischen Parlament in seinem Urteil zum Lissabon-Vertrag vom 30. Juni 2009 nur eine eingeschränkte demokratische Legitimation zu und sieht seine Entscheidungskompetenzen bezüglich weiterer Schritte einer europäischen Integration dadurch begrenzt.,Das Bundesverfassungsgericht berechtigt das Europäische Parlament in seinem Urteil zum Lissabon-Vertrag (30. Juni 2009) nur zu wenigem. Dadurch sieht das Gericht die Entscheidungsfähigkeit des Parlamentes für die europäische Integration als begrenzt.,Etwas einfacher
924,21,Europäisches Parlament,"In ihren Heimatländern sind diese Abgeordneten Mitglieder in rund 160 verschiedenen nationalen Parteien, die sich auf europäischer Ebene großenteils zu Europaparteien zusammengeschlossen haben.",In ihren Heimatländern sind diese Abgeordneten Mitglieder in rund 160 verschiedenen nationalen Parteien. Diese haben sich auf europäischer Ebene überwiegend zu Europa-Parteien zusammengeschlossen. ,Etwas einfacher
929,21,Europäisches Parlament,"Demzufolge wird das Parlament gemeinsam mit dem Rat als Gesetzgeber tätig, übt gemeinsam mit ihm die Haushaltsbefugnisse aus und nimmt die politische Kontrolle wahr.",Das Europäische Parlament und der Rat sind als Gesetzgeber tätig. Gemeinsamen üben sie Haushalt-Befugnisse aus. Sie nehmen zudem die politische Kontrolle wahr.,Etwas einfacher
934,21,Europäisches Parlament,"Auch um den hohen Zeitaufwand dieses Verfahrens zu umgehen, werden jedoch immer mehr Gesetzesvorschläge in informellen Trilogverfahren verhandelt, um dann bereits in erster Lesung beschlossen werden zu können: zwischen 2004 und 2009 etwa traf dies auf 72 % aller Gesetzesentwürfe zu, im Vergleich zu 33 % zwischen 1999 und 2004.","Auch weil dieses Verfahren sehr lange dauert, werden immer mehr Gesetzesvorschläge in informellen Trilogverfahren verhandelt. Das wird gemacht, damit sie bereits in der ersten Lesung beschlossen werden können. Zwischen 2004 und 2009 etwa traf dies auf 72% aller Gesetzesentwürfe zu. Zwischen 1999 und 2004 waren es nur 33%.",Deutlich einfacher
938,21,Europäisches Parlament,"In einer verbindlichen Erklärung aus dem Jahr 2010 haben sich die Parlamentarier mit der Kommission geeinigt, den geltenden europarechtlichen Vorschriften eine Interpretationshilfe zu geben, sodass in Zukunft auf Anstoß des Parlamentes die Kommission innerhalb von zwölf Monaten einen Gesetzentwurf vorlegen oder innerhalb von drei Monaten detailliert begründen muss, warum sie es nicht macht.","2010 hat sich das Europaparlament mit der Europäischen Kommission geeinigt: Wenn das Parlament ein Gesetz will, muss die Kommission innerhalb eines Jahres einen Entwurf machen. Wenn sie ein solches Gesetz nicht will, muss sie innerhalb von drei Monaten genau sagen, warum nicht.",Deutlich einfacher
940,21,Europäisches Parlament,"Neben dem ordentlichen Gesetzgebungsverfahren gibt es noch andere Formen der Rechtsetzung in der EU, bei denen das Parlament weniger Mitspracherechte besitzt.",Auch bei anderen Arten der Gesetzgebung hat das Parlament weniger Mitspracherechte. ,Etwas einfacher
946,21,Europäisches Parlament,"Dezember 2009 besitzt das Europäische Parlament im Bereich der Gemeinsamen Handelspolitik das Recht, Abänderungsvorschläge zu Gesetzesentwürfen einzubringen sowie auf Ablehnung des jeweiligen Rechtsaktes.","Seit dem 1.Dezember 2009 besitzt das Europäische Parlament in der gemeinsamen Handels-Politik das Recht, Vorschläge zur Änderung von Gesetzesentwürfen einzubringen. Außerdem kann das Parlament den jeweiligen Rechtsakt ablehnen.",Etwas einfacher
948,22,Geschichte der Europäischen Union,"Die Geschichte der Europäischen Union ist durch ein Geflecht konkurrierender Motive und Entwicklungstendenzen charakterisiert, die zu unterschiedlichen Zeitpunkten jeweils richtungsgebend auf die Entwicklung der Gemeinschaft eingewirkt haben.",Die Geschichte der Europäischen Union ist durch große Unterschiede von Motiven und Entwicklungen gekennzeichnet. Zu unterschiedlichen Zeitpunkten haben diese Unterschiede auf die Entwicklung der Gesellschaft Einfluss gehabt.,Etwas einfacher
953,22,Geschichte der Europäischen Union,Die Ausgestaltung und Fortführung des europäischen Integrationsprozesses bleibt auch unter den Bedingungen des Reformvertrags von Lissabon eine außerordentliche Bewährungsprobe.,Auch mit dem Reformvertrag von Lissabon bleibt die Zusammenarbeit der europäischen Länder kompliziert.,Deutlich einfacher
960,22,Geschichte der Europäischen Union,"Ihrem Vorschlag gemäß sollten Umweltpolitik, Einwanderung und Asylrecht, Gesundheit und Drogenbekämpfung vergemeinschaftet werden, eine europäische Staatsbürgerschaft eingeführt und eine Gemeinsame Außen- und Sicherheitspolitik (GASP) auf den Weg gebracht werden.","Laut ihrem Vorschlag sollen die Umweltpolitik, Einwanderung und Asylrecht, Gesundheit und Drogenbekämpfung vergemeinschaftet werden. Außerdem soll eine europäische Staatsbürgerschaft eingeführt werden und eine gemeinsame Außen- und Sicherheitspolitik (GASP) gegründet werden.",Etwas einfacher
964,22,Geschichte der Europäischen Union,"Erst nachdem die Dänen infolge Berücksichtigung gewisser Sonderinteressen (u.a. Nichtbeteiligung an der Währungsunion) in einer zweiten Volksabstimmung den Maastrichter Vertrag hatten passieren lassen und das deutsche Bundesverfassungsgericht Klagen gegen die Übertragung von Souveränitätsrechten auf die EU als – im gegebenen Rahmen – grundgesetzkonform zurückgewiesen hatte, konnte er zum 1. November 1993 in Kraft treten.",Der Maastrichter Vertrag konnte zum 1. November 1993 eingeführt werden. Aber erst nach dem die Dänen ihn in einer zweiten Volksabstimmung passieren ließen. Außerdem musste das deutsche Verfassungsgericht Klagen gegen den Vertrag ablehnen.,Deutlich einfacher
965,22,Geschichte der Europäischen Union,"Bald danach – zum 1. Januar 1995 – traten mit Österreich, Schweden und Finnland nach zügigen Beitrittsverhandlungen drei Staaten der EU bei, die bis zum Ende der Ost-West-Konfrontation durch ihre strikte Neutralitätspolitik daran gehindert waren.","Zum 1. Januar 1995 traten Österreich, Schweden und Finnland in die EU ein. Die Beitrittsverhandlungen dauerten nicht lange. Vor dem Ende der Ost-West-Konfrontation konnten sie nicht in die EU eintreten, weil ihre Politik neutral war.",Etwas einfacher
967,22,Geschichte der Europäischen Union,Mehr als die erst bei wenigen ins Bewusstsein gedrungene Unionsbürgerschaft hat – bereits vor dem Euro – der Abbau der Grenzkontrollen und Grenzanlagen zwischen den Bürgern der am Schengener Abkommen beteiligten Mitgliedstaaten ein Gefühl europäischer Zusammengehörigkeit wecken können.,Der Abbau der Grenzkontrollen und Grenzanlagen hat zwischen den Bürgern der Mitgliedsstaaten vom Schengener Abkommen ein Gefühl europäischer Zusammengehörigkeit wecken können. ,Etwas einfacher
968,22,Geschichte der Europäischen Union,"Die als Bestandteil des Binnenmarkts in der Einheitlichen Europäischen Akte festgeschriebene Freizügigkeit des Personenverkehrs wurde durch das 1985 in Schengen getroffene Abkommen zunächst von den Beneluxstaaten, Frankreich und der Bundesrepublik Deutschland auf den Weg gebracht, ohne dass aber die dazu nötige polizeiliche Zusammenarbeit und Vereinheitlichung der Visa die Durchführung schon gestattet hätte.","Teil der Schengener Abkommens war die Freizügigkeit des Personenverkehrs. Sie wurde 1985 zunächst von den Beneluxstaaten, Frankreich und Deutschland durchgesetzt. Allerdings ohne vorher auf Erlaubnis zu warten zur polizeilichen Zusammenarbeit und Vereinheitlichung der Visa.",Deutlich einfacher
974,22,Geschichte der Europäischen Union,"Kohl war es, der Mitte 1988 Jacques Delors für die Projektleitung vorgeschlagen hatte; dieser wiederum hatte die Mitwirkung der Chefs der europäischen Zentralbanken an der Entwicklung entsprechender Pläne durchgesetzt, um den geballten Sachverstand der je obersten Währungshüter gegen zu erwartende Widerstände einzelner Regierungen ins Feld führen zu können.","Im Jahr 1988 schlug der deutsche Bundeskanzler Helmut Kohl den Franzosen Jaques Delors für die Projektleitung vor. Delors erreichte, dass sich die Chefs der europäischen Zentralbanken an der Planung beteiligten. Weil er mit dem Widerstand einzelner Regierungen gegen die geplante Union rechnete, wollte er die Unterstützung wichtiger Finanzexperten haben.",Deutlich einfacher
979,23,Martin Luther King,"Wesentlich durch Kings Einsatz und Wirkkraft ist das Civil Rights Movement zu einer Massenbewegung geworden, die schließlich erreicht hat, dass die Rassentrennung gesetzlich aufgehoben und das uneingeschränkte Wahlrecht für die schwarze Bevölkerung der US-Südstaaten eingeführt wurde.","Das Civil Rights Movement ist durch den Einsatz von King zu einer Massenbewegung geworden. Sie erreichte, dass die Rassentrennung gesetzlich aufgehoben wurde. Außerdem wurde das uneingeschränkte Wahlrecht für die schwarze Bevölkerung der US-Südstaaten eingeführt.",Deutlich einfacher
990,23,Martin Luther King,"Der Vater änderte beide Namen nach einer Europareise im Jahre 1934, die ihn im Zusammenhang mit dem in Berlin stattfindenden baptistischen Weltkongress auch nach Deutschland führte, zu Ehren von Martin Luther, für den er große Bewunderung empfand.","Der Vater änderte beide Namen nach einer Europareise in 1934, weil er Martin Luther sehr bewunderte. In der Europareise war er beim baptistischen Weltkongress in Deutschland.",Etwas einfacher
1004,23,Martin Luther King,"Am 20. September 1944 begann King sein Studium am Morehouse College, der einzigen Hochschule für Schwarze im Süden; es nahm ihn trotz seines Alters von noch nicht 16 Jahren als Ausnahme auf.","Am 20. September 1944 begann King sein Studium am Morehouse College. Das war die einzige Hochschule im Süden, die auch Schwarze aufnahm. Obwohl King noch nicht mal 16 Jahre alt war, wurde er hier aufgenommen. ",Deutlich einfacher
1005,23,Martin Luther King,"Im Hauptfach Soziologie wurde er von Walter P. Chivers in die Problematik der Rassentrennung eingeführt; bei George D. Kelsey, dem Leiter der „School of Religion“, hörte er von Mahatma Gandhis gewaltfreiem Widerstand.","Sein Hauptfach war Soziologie. In die Problematik der Rassentrennuung führte ihn Walter C. Chievers ein. Bei dem Leiter der ""School of Religion"" George D. Kelsey hörte er von Mahatma Gandhis gewaltfreiem Widerstand.",Etwas einfacher
